2012/05/24,C,503
2012/05/24,E,929
2012/05/24,E,955
2012/05/24,F,668
2012/05/25,A,292
2012/05/25,C,925
2012/05/25,F,532
2012/05/25,C,308
2012/05/25,F,279
2012/05/25,C,351
2012/05/25,C,332
2012/05/25,B,310
2012/05/25,C,860
2012/05/25,B,112
2012/05/25,C,329
2012/05/26,B,323
2012/05/26,B,034
2012/05/26,D,313
2012/05/26,C,372
2012/05/26,B,333
2012/05/26,B,392
2012/05/26,C,291
2012/05/26,C,821
2012/05/26,B,230
2012/05/26,C,390
2012/05/26,B,219
2012/05/26,E,392
2012/05/26,A,S821
2012/05/26,F,013.0
2012/05/26,B,372
2012/05/26,C,842
2012/05/26,D,323
2012/05/26,A,342
2012/05/26,D,370.3
2012/05/26,C,373
2012/05/26,F,923
2012/05/26,B,193
2012/05/26,D,A75
2012/05/26,A,S383
2012/05/26,B,499
2012/05/26,D,253
2012/05/27,D,337
2012/05/27,C,383
2012/05/27,A,549
2012/05/27,A,697.9
2012/05/27,B,345
2012/05/28,A,S423
2012/05/28,B,081.5
2012/05/28,D,405
2012/05/28,F,S115
2012/05/28,E,883.61
2012/05/28,B,469
2012/05/28,E,539
2012/05/28,A,132
2012/05/28,F,373
2012/05/28,A,612
2012/05/29,B,873
2012/05/29,B,399
2012/05/29,B,874
2012/05/29,A,X331
2012/05/29,C,139
2012/05/29,A,322
2012/05/29,B,373
2012/05/29,A,633
2012/05/29,B,539
2012/05/29,B,932
2012/05/29,F,028
2012/05/29,F,880
2012/05/29,B,097
2012/05/30,F,119
2012/05/30,C,283
2012/05/30,C,335
2012/05/30,B,492.0
2012/05/30,A,634
2012/05/31,C,612.8
2012/05/31,B,222
2012/05/31,A,540
2012/05/31,E,363
2012/05/31,F,224
2012/05/31,F,990.1
2012/05/31,B,372
2012/05/31,F,325
2012/05/31,A,258.5
2012/05/31,F,957
2012/05/31,D,351
2012/05/31,C,X899
2012/05/31,F,921
2012/05/31,C,A33.3
2012/05/31,F,129
2012/05/31,D,362
2012/05/31,C,333
2012/06/01,F,353
2012/06/02,B,723
2012/06/02,F,359
2012/06/02,A,922
2012/06/02,A,430
2012/06/02,C,329
2012/06/02,B,232
2012/06/02,E,099
2012/06/02,C,185
2012/06/03,A,248
2012/06/03,F,X823
2012/06/03,B,S324.9
2012/06/03,C,255
2012/06/04,C,998.6
2012/06/04,D,A38
2012/06/04,A,783
2012/06/04,A,259
2012/06/04,B,S738
2012/06/04,B,430
2012/06/04,C,321
2012/06/04,C,919
2012/06/04,B,830
2012/06/04,E,922
2012/06/04,C,S392
2012/06/04,C,A82
2012/06/04,B,919
2012/06/04,E,279
2012/06/04,D,X239
2012/06/04,A,281
2012/06/04,B,S175
2012/06/04,C,119
2012/06/04,B,129
2012/06/04,B,628
2012/06/04,C,226
2012/06/04,A,X388.9
2012/06/04,E,362
2012/06/04,A,883
2012/06/04,C,281
2012/06/04,C,055
2012/06/04,B,851
2012/06/04,C,X712.1
2012/06/04,B,204
2012/06/04,B,249
2012/06/04,C,589.3
2012/06/04,B,618
2012/06/05,C,232
2012/06/05,B,X223
2012/06/05,C,905
2012/06/05,B,S263
2012/06/05,E,237.97
2012/06/05,C,A53
2012/06/05,B,S289
2012/06/06,C,X934
2012/06/06,C,933
2012/06/06,B,A84
2012/06/06,B,623
2012/06/07,B,273
2012/06/07,D,S593
2012/06/07,B,A13
2012/06/07,C,A43
2012/06/08,C,222
2012/06/08,F,433
2012/06/08,D,X519.1
2012/06/08,C,297
2012/06/08,C,013
2012/06/09,E,983
2012/06/09,B,923
2012/06/10,A,278
2012/06/10,D,593
2012/06/10,E,325
2012/06/10,B,X779
2012/06/10,C,691.4
2012/06/10,D,253
2012/06/11,B,564
2012/06/11,B,A59
2012/06/11,C,330
2012/06/11,C,460
2012/06/11,C,321
2012/06/11,B,944
2012/06/11,C,681
2012/06/11,B,297
2012/06/11,C,332
2012/06/11,C,951
2012/06/11,A,263
2012/06/11,B,389
2012/06/11,E,193
2012/06/11,D,201
2012/06/11,C,323.9
2012/06/11,E,S327
2012/06/11,B,134
2012/06/12,A,520
2012/06/13,B,432
2012/06/13,F,320
2012/06/13,D,218
2012/06/13,B,X891
2012/06/13,B,831
2012/06/13,F,528
2012/06/13,C,395
2012/06/14,A,552
2012/06/14,C,A33
2012/06/14,C,823
2012/06/14,F,431
2012/06/15,B,259
2012/06/15,A,187
2012/06/15,F,213
2012/06/15,C,282
2012/06/15,B,S312
2012/06/15,B,111
2012/06/15,A,639.0
2012/06/16,B,909.2
2012/06/16,C,893
2012/06/16,F,S828
2012/06/16,C,S349
2012/06/16,C,936
2012/06/16,C,951.70
2012/06/16,C,929
2012/06/16,C,495
2012/06/16,C,235
2012/06/16,C,X992
2012/06/16,D,882
2012/06/16,A,S143.2
2012/06/16,A,833
2012/06/16,A,422
2012/06/16,D,533
2012/06/16,B,991
2012/06/16,A,S520
2012/06/16,A,X422
2012/06/17,C,703
2012/06/17,E,621.8
2012/06/17,A,239
2012/06/17,C,953
2012/06/17,B,393
2012/06/17,F,A52
2012/06/17,E,163
2012/06/17,C,S464
2012/06/17,B,802
2012/06/17,B,728
2012/06/17,B,A29
2012/06/17,C,X921
2012/06/17,D,844
2012/06/17,B,290
2012/06/17,F,217.769
2012/06/17,C,439.6
2012/06/17,F,295.8
2012/06/17,B,S512.6
2012/06/17,F,336
2012/06/17,C,324
2012/06/17,C,737
2012/06/18,D,S323
2012/06/18,E,591.5
2012/06/18,A,432
2012/06/18,A,X398
2012/06/18,C,S799
2012/06/18,C,177
2012/06/18,B,413
2012/06/18,F,233
2012/06/18,D,329
2012/06/18,F,S992
2012/06/18,B,433
2012/06/18,B,S379
2012/06/18,B,555
2012/06/18,C,833
2012/06/18,F,799
2012/06/18,B,432
2012/06/18,F,222
2012/06/18,C,129
2012/06/18,F,592
2012/06/18,A,196.8
2012/06/18,F,A02.4
2012/06/18,C,819
2012/06/18,A,893
2012/06/18,A,296
2012/06/18,D,193
2012/06/18,B,423
2012/06/18,D,759
2012/06/18,C,963
2012/06/18,C,109
2012/06/18,F,239
2012/06/18,C,379
2012/06/18,B,S324
2012/06/18,C,250
2012/06/18,C,139
2012/06/18,C,799
2012/06/19,C,339
2012/06/19,B,983
2012/06/20,B,313
2012/06/20,C,412
2012/06/20,B,390
2012/06/20,C,823
2012/06/20,D,A18
2012/06/20,B,999
2012/06/20,D,388
2012/06/20,C,093
2012/06/21,C,092
2012/06/21,C,935
2012/06/22,C,316
2012/06/22,C,439
2012/06/22,B,913
2012/06/22,F,322
2012/06/22,F,979
2012/06/22,F,829
2012/06/22,C,209
2012/06/23,B,007
2012/06/23,B,135
2012/06/23,A,705
2012/06/23,C,022
2012/06/23,B,838.3
2012/06/23,A,945
2012/06/23,F,490
2012/06/23,C,263
2012/06/23,B,538
2012/06/23,A,719
2012/06/23,B,309
2012/06/23,C,916
2012/06/23,B,354
2012/06/23,C,975
2012/06/23,E,169
2012/06/24,B,813
2012/06/24,B,218
2012/06/25,C,993
2012/06/25,C,371
2012/06/25,B,323
2012/06/25,F,989
2012/06/25,A,933
2012/06/25,D,464
2012/06/25,F,389
2012/06/25,C,995
2012/06/25,C,221
2012/06/25,F,203.0
2012/06/25,F,319
2012/06/25,C,X588
2012/06/25,B,374
2012/06/25,B,432
2012/06/25,E,914
2012/06/25,A,933
2012/06/25,F,073
2012/06/25,B,342
2012/06/25,D,358
2012/06/25,E,325
2012/06/25,D,X212
2012/06/25,C,S210
2012/06/25,C,S838
2012/06/25,F,292.44
2012/06/25,D,041
2012/06/25,C,033
2012/06/25,B,620
2012/06/25,E,307
2012/06/25,B,924
2012/06/25,B,562
2012/06/25,D,052
2012/06/26,A,307
2012/06/26,C,387
2012/06/26,A,339
2012/06/26,C,843
2012/06/26,A,022
2012/06/26,B,X371
2012/06/26,B,337
2012/06/26,B,993
2012/06/27,F,123
2012/06/27,A,339
2012/06/27,A,823
2012/06/27,A,235
2012/06/27,C,293
2012/06/27,B,223
2012/06/27,F,398
2012/06/27,A,299
2012/06/27,B,896
2012/06/27,C,913
2012/06/27,E,353
2012/06/27,C,X193
2012/06/27,C,285
2012/06/27,B,A28
2012/06/27,B,X910
2012/06/28,C,051
2012/06/28,F,357
2012/06/29,B,699
2012/06/29,D,X843
2012/06/29,B,634.8
2012/06/29,A,931
2012/06/29,B,X699.3
2012/06/29,F,401
2012/06/29,D,876.73
2012/06/29,E,884
2012/06/29,E,521
2012/06/29,E,153
