2012/05/25	A02	65
2012/05/25	B02	15900
2012/05/25	A01	85
2012/05/25	B01	19800
2012/05/25	B01	3433
2012/05/25	A01	2709
2012/05/25	B01	320
2012/05/25	A03	3000
2012/05/25	A02	746
2012/05/25	A04	2346
2012/05/25	A01	2180
2012/05/25	B02	18800
2012/05/25	B01	2440
2012/05/25	A02	1040
2012/05/25	A01	430
2012/05/26	B01	14100
2012/05/26	B02	140
2012/05/27	A02	2442
2012/05/28	A05	3160
2012/05/28	A02	1880
2012/05/28	A04	400
2012/05/28	A05	3363
2012/05/28	B02	155
2012/05/28	A03	3200
2012/05/28	B01	2533
2012/05/28	A03	282
2012/05/28	A03	3144
2012/05/29	B01	295
2012/05/29	A05	680
2012/05/29	A03	1010
2012/05/30	B02	440
2012/05/30	A02	360
2012/05/30	A04	2533
2012/05/30	A02	560
2012/05/30	B02	6800
2012/05/30	A02	3330
2012/05/30	B02	936
2012/05/30	A03	3577
2012/05/31	B02	2654
2012/05/31	A05	3377
2012/05/31	A03	220
2012/05/31	A01	2400
2012/05/31	A05	18500
2012/05/31	A03	720
2012/06/01	A01	2940
2012/06/01	A04	370
2012/06/01	B02	12000
2012/06/02	A05	2611
2012/06/02	B01	30
2012/06/02	B02	330
2012/06/02	A02	1040
2012/06/02	B01	2480
2012/06/02	B02	360
2012/06/02	B02	1127
2012/06/02	A05	760
2012/06/02	A04	480
2012/06/02	A05	2294
2012/06/03	A05	1300
2012/06/03	B01	3514
2012/06/03	B01	440
2012/06/03	B02	2378
2012/06/03	A05	15500
2012/06/03	A04	160
2012/06/03	B02	760
2012/06/03	A02	3240
2012/06/03	A02	203
2012/06/03	B01	2520
2012/06/03	B01	440
2012/06/04	B01	3640
2012/06/04	A01	2495
2012/06/05	B01	3400
2012/06/05	A02	3160
2012/06/05	A05	920
2012/06/05	B01	7100
2012/06/05	A05	3212
2012/06/06	B01	6200
2012/06/06	A01	160
2012/06/06	B01	960
2012/06/06	B02	2504
2012/06/06	B01	3353
2012/06/06	B02	205
2012/06/06	A01	2120
2012/06/06	A03	5600
2012/06/06	A01	225
2012/06/06	B02	2474
2012/06/06	B02	944
2012/06/06	A02	3268
2012/06/06	B02	2549
2012/06/06	B02	224
2012/06/06	B02	3755
2012/06/06	A05	310
2012/06/06	A01	460
2012/06/06	B01	3206
2012/06/06	A02	370
2012/06/06	A03	365
2012/06/06	A05	1560
2012/06/06	A04	360
2012/06/06	A02	11800
2012/06/06	A02	190
2012/06/06	B01	1708
2012/06/06	A04	375
2012/06/06	B02	225
2012/06/07	B02	240
2012/06/07	B01	45
2012/06/07	A02	450
2012/06/07	A04	17300
2012/06/07	B02	3160
2012/06/07	B01	520
2012/06/07	B01	2850
2012/06/07	B01	2960
2012/06/07	A04	520
2012/06/07	A05	3560
2012/06/07	A05	270
2012/06/07	A01	800
2012/06/07	A02	485
2012/06/08	A04	2360
2012/06/08	B01	2807
2012/06/08	B01	1826
2012/06/08	A02	475
2012/06/08	B01	10600
2012/06/09	A03	1840
2012/06/09	B01	1521
2012/06/09	A03	30
2012/06/09	B02	2360
2012/06/09	B02	1960
2012/06/09	A02	8400
2012/06/09	B02	14600
2012/06/10	A05	2046
2012/06/10	A02	6700
2012/06/10	A05	1480
2012/06/10	B01	1600
2012/06/10	B02	3080
2012/06/10	A02	520
2012/06/10	B02	3377
2012/06/10	A01	8300
2012/06/10	A02	840
2012/06/10	B01	567
2012/06/11	B02	200
2012/06/11	B01	1960
2012/06/11	A02	35
2012/06/11	B02	380
2012/06/11	A05	304
2012/06/11	A01	14500
2012/06/11	B02	440
2012/06/11	B02	330
2012/06/11	A04	1536
2012/06/11	A02	2094
2012/06/11	B02	3320
2012/06/11	A05	2815
2012/06/12	B01	2778
2012/06/12	A05	548
2012/06/12	B02	295
2012/06/12	B01	480
2012/06/12	B01	2020
2012/06/12	B02	1120
2012/06/12	A04	749
2012/06/12	A02	1236
2012/06/12	A03	3600
2012/06/12	A01	2121
2012/06/12	A04	840
2012/06/12	A05	75
2012/06/12	A05	2400
2012/06/12	A03	532
2012/06/12	A02	2247
2012/06/12	A03	375
2012/06/12	A02	5600
2012/06/12	B02	15900
2012/06/12	A05	2720
2012/06/12	A02	2920
2012/06/12	A05	400
2012/06/13	A05	380
2012/06/13	A01	80
2012/06/13	A02	60
2012/06/14	A02	3480
2012/06/14	A03	3099
2012/06/15	B01	3240
2012/06/15	A05	3320
2012/06/15	A05	1375
2012/06/15	B02	3708
2012/06/15	A05	1451
2012/06/16	B02	14600
2012/06/16	A04	2378
2012/06/16	B01	1929
2012/06/16	A04	2817
2012/06/16	A05	2800
2012/06/17	A02	2680
2012/06/17	A05	1215
2012/06/17	B02	583
2012/06/17	A02	8700
2012/06/17	B01	1625
2012/06/17	B01	2112
2012/06/17	B01	2680
2012/06/17	A02	11000
2012/06/17	B02	2320
2012/06/17	A02	195
2012/06/18	B02	600
2012/06/19	B01	1040
2012/06/19	A05	1900
2012/06/19	A02	19700
2012/06/19	B02	880
2012/06/19	B01	880
2012/06/19	B02	1280
2012/06/19	B02	18700
2012/06/19	B02	12500
2012/06/19	B01	1880
2012/06/19	A02	2079
2012/06/19	A05	6600
2012/06/19	B01	3600
2012/06/19	A05	100
2012/06/19	A05	3400
2012/06/19	B02	2880
2012/06/19	B02	334
2012/06/19	B02	680
2012/06/19	A02	375
2012/06/19	B01	1270
2012/06/19	B02	680
2012/06/19	A04	5100
2012/06/20	B01	400
2012/06/20	A02	3850
2012/06/20	A05	3560
2012/06/20	A05	330
2012/06/20	B02	265
2012/06/20	A05	2525
2012/06/20	B02	225
2012/06/20	B02	2360
2012/06/20	A01	3520
2012/06/20	A03	1570
2012/06/20	A04	2902
2012/06/20	B01	5500
2012/06/20	A04	140
2012/06/21	B01	560
2012/06/22	A03	75
2012/06/22	B02	560
2012/06/22	B02	330
2012/06/22	B01	520
2012/06/22	B01	255
2012/06/22	B02	405
2012/06/22	B02	16100
2012/06/22	B02	1280
2012/06/22	A04	1242
2012/06/22	B01	3227
2012/06/22	A05	1880
2012/06/22	B02	2960
2012/06/23	A01	1705
2012/06/23	A04	899
2012/06/23	A01	35
2012/06/23	A03	2720
2012/06/23	A02	1440
2012/06/23	A05	1417
2012/06/23	B02	4700
2012/06/23	B01	3177
2012/06/23	A05	325
2012/06/23	A04	1600
2012/06/23	B01	2712
2012/06/23	A04	1250
2012/06/23	A05	1673
2012/06/23	A04	318
2012/06/24	A02	720
2012/06/24	A01	3639
2012/06/24	A01	4100
2012/06/24	A03	2080
2012/06/24	A05	3800
2012/06/24	A05	230
2012/06/24	B02	432
2012/06/24	B01	85
2012/06/24	B01	470
2012/06/24	A05	2200
2012/06/24	A05	1633
2012/06/24	A01	1280
2012/06/24	A05	2856
2012/06/24	A01	2520
2012/06/24	A05	460
2012/06/24	A02	405
2012/06/24	B01	1440
2012/06/24	A04	400
2012/06/25	B02	18100
2012/06/25	B02	231
2012/06/25	A04	720
2012/06/25	A01	215
2012/06/25	A02	280
2012/06/25	A02	150
2012/06/26	B02	2680
2012/06/26	A05	18400
2012/06/26	B02	125
2012/06/26	A02	13600
2012/06/26	A05	3600
2012/06/26	A02	2480
2012/06/26	B02	1640
2012/06/26	B02	3760
2012/06/26	A05	387
2012/06/26	B02	1340
2012/06/26	A04	3440
2012/06/26	A05	17900
2012/06/26	A01	2760
2012/06/26	B01	3764
2012/06/26	B02	245
2012/06/27	A01	1480
2012/06/27	B02	2360
2012/06/27	A02	1840
2012/06/27	B02	450
2012/06/27	B01	520
2012/06/27	B01	230
2012/06/27	A05	3480
2012/06/27	A02	1961
2012/06/27	A04	397
2012/06/27	A05	1080
2012/06/27	A05	11200
2012/06/27	A05	220
2012/06/27	B01	1648
2012/06/27	A02	3240
2012/06/27	B02	305
2012/06/27	A02	19900
2012/06/27	B01	2939
2012/06/27	A04	1600
2012/06/27	A05	17500
2012/06/27	A02	3488
2012/06/27	B01	9200
2012/06/27	A01	1080
2012/06/27	A05	14900
2012/06/27	A05	460
2012/06/27	A05	2329
2012/06/28	A03	2720
2012/06/28	B01	800
2012/06/28	B02	280
2012/06/28	B02	2600
2012/06/28	A05	17300
2012/06/28	A05	19200
2012/06/28	B02	280
2012/06/28	B02	1960
2012/06/28	B01	235
2012/06/29	A02	3120
2012/06/29	A04	1061
2012/06/29	A04	13800
2012/06/29	A04	5200
2012/06/29	B01	1320
2012/06/29	B02	2920
2012/06/29	B01	280
2012/06/29	B02	3640
2012/06/29	A05	880
2012/06/29	A02	3300
2012/06/29	A02	2925
2012/06/29	B01	380
2012/06/29	B02	840
2012/06/29	B02	320
2012/06/29	B01	480
2012/06/29	A02	3080
2012/06/29	A01	3417
2012/06/30	A05	175
2012/06/30	A03	2371
2012/06/30	A05	245
2012/06/30	A02	120
2012/07/01	A04	3589
2012/07/01	B01	395
2012/07/01	A05	2062
2012/07/02	B02	880
2012/07/02	B02	2840
2012/07/02	B01	3520
2012/07/02	A03	1120
2012/07/02	A01	2033
2012/07/02	B02	3680
2012/07/02	B02	75
2012/07/02	A01	3040
2012/07/02	A04	370
2012/07/02	B01	19300
2012/07/02	A05	410
2012/07/02	A05	1840
2012/07/02	B02	11900
2012/07/02	B01	1640
2012/07/02	A04	1200
2012/07/02	B01	2535
2012/07/02	A01	1054
2012/07/02	B02	3888
2012/07/02	B02	801
2012/07/02	A02	330
2012/07/02	A02	6400
2012/07/02	A05	3400
2012/07/02	A02	1909
2012/07/02	A05	250
2012/07/02	B02	2776
2012/07/02	A04	9400
2012/07/02	A02	12100
2012/07/02	A05	240
2012/07/03	A05	1847
2012/07/03	A02	2575
2012/07/03	B02	2645
2012/07/03	A02	355
2012/07/03	B02	3500
2012/07/03	A02	1456
2012/07/03	A05	70
2012/07/04	B01	3520
2012/07/04	A05	1633
2012/07/04	B02	105
2012/07/04	A02	280
